frame,track_id,x1,y1,x2,y2,foot_x,foot_y,x_pitch,y_pitch,in_pitch,conf
6,2,1102.7,742.6,1115.8,777.7,1109.2,777.7,63.438,42.051,1,0.76
6,3,1349.3,774.2,1366.0,818.2,1357.7,818.2,79.041,52.357,1,0.819
6,4,1040.5,720.7,1056.8,749.7,1048.7,749.7,59.193,32.71,1,0.699
6,5,1442.0,758.6,1457.8,797.2,1449.9,797.2,87.409,47.08,1,0.807
6,6,1323.7,797.9,1345.8,843.4,1334.7,843.4,75.798,57.709,1,0.743
6,7,1286.1,761.5,1303.6,797.6,1294.9,797.6,76.254,47.399,1,0.783
6,8,993.6,770.7,1010.1,810.6,1001.9,810.6,54.975,51.058,1,0.75
6,9,1025.2,733.0,1042.2,761.5,1033.7,761.5,57.732,36.938,1,0.648
6,10,412.8,721.3,426.1,753.6,419.4,753.6,3.92,34.875,1,0.726
6,11,1471.0,774.7,1484.8,816.0,1477.9,816.0,87.307,51.683,1,0.766
6,12,1289.2,713.2,1303.1,748.2,1296.1,748.2,80.771,31.856,1,0.588
6,13,1060.2,680.7,1070.3,708.8,1065.3,708.8,61.888,14.253,1,0.69
6,14,1330.6,708.2,1349.1,741.5,1339.9,741.5,85.38,29.226,1,0.768
6,15,1166.4,705.9,1181.0,738.7,1173.7,738.7,70.79,28.269,1,0.781
6,16,1135.1,692.0,1145.0,718.0,1140.0,718.0,69.029,18.963,1,0.798
6,17,1308.6,715.1,1320.8,747.1,1314.7,747.1,82.499,31.416,1,0.771
6,18,1191.7,700.5,1203.7,731.7,1197.7,731.7,73.533,25.253,1,0.751
6,19,1291.7,742.5,1310.7,771.7,1301.2,771.7,78.861,39.955,1,0.504
6,21,981.0,744.1,996.8,780.4,988.9,780.4,54.024,43.021,1,0.51
7,1,1519.5,720.6,1536.7,752.5,1528.1,752.5,99.836,33.215,1,0.755
7,2,1099.7,744.6,1111.1,778.3,1105.4,778.3,63.122,42.222,1,0.48
7,3,1346.9,775.0,1364.7,820.7,1355.8,820.7,78.728,52.913,1,0.766
7,4,1036.5,721.7,1055.8,749.4,1046.1,749.4,58.981,32.588,1,0.626
7,5,1441.5,758.5,1455.9,797.1,1448.7,797.1,87.33,47.063,1,0.8
7,6,1320.9,799.3,1343.1,846.8,1332.0,846.8,75.414,58.379,1,0.748
7,7,1284.4,762.0,1301.9,801.6,1293.1,801.6,75.835,48.442,1,0.692
7,8,992.4,769.3,1010.1,809.7,1001.3,809.7,54.933,50.836,1,0.762
7,9,1023.8,734.5,1039.7,764.4,1031.7,764.4,57.532,37.918,1,0.634
7,10,413.2,721.3,426.2,753.6,419.7,753.6,3.95,34.886,1,0.714
7,11,1472.4,776.2,1487.0,815.5,1479.7,815.5,87.483,51.554,1,0.779
7,12,1290.9,714.6,1303.9,748.0,1297.4,748.0,80.903,31.775,1,0.722
7,13,1059.0,681.3,1069.3,709.0,1064.2,709.0,61.765,14.352,1,0.701
7,14,1326.3,708.7,1340.9,742.1,1333.6,742.1,84.745,29.48,1,0.639
7,15,1163.5,705.9,1176.8,738.7,1170.2,738.7,70.475,28.237,1,0.651
7,16,1133.5,691.9,1142.8,717.8,1138.1,717.8,68.856,18.85,1,0.63
7,17,1307.7,714.6,1320.5,747.8,1314.1,747.8,82.366,31.683,1,0.787
7,18,1187.7,700.3,1203.7,731.7,1195.7,731.7,73.352,25.251,1,0.777
7,21,979.0,744.1,995.2,780.1,987.1,780.1,53.884,42.927,1,0.507
7,33,1237.4,689.8,1251.0,718.8,1244.2,718.8,79.261,19.285,1,0.756
8,1,1516.2,721.2,1531.3,752.5,1523.8,752.5,99.481,33.206,1,0.729
8,2,1094.2,745.3,1107.7,780.6,1100.9,780.6,62.706,42.922,1,0.788
8,3,1344.3,777.8,1362.7,822.2,1353.5,822.2,78.46,53.26,1,0.798
8,4,1031.5,722.5,1049.2,750.5,1040.3,750.5,58.453,33.002,1,0.63
8,5,1440.0,758.9,1453.5,797.4,1446.8,797.4,87.155,47.149,1,0.806
8,6,1315.9,802.4,1337.5,847.6,1326.7,847.6,75.043,58.53,1,0.695
8,7,1282.9,764.4,1300.1,804.3,1291.5,804.3,75.535,49.108,1,0.657
8,8,991.3,768.1,1009.7,808.3,1000.5,808.3,54.883,50.504,1,0.782
8,9,1019.7,736.0,1034.9,765.5,1027.3,765.5,57.152,38.281,1,0.636
8,10,413.4,721.4,426.2,753.6,419.8,753.6,3.95,34.876,1,0.713
8,11,1472.3,777.1,1487.6,815.7,1480.0,815.7,87.485,51.595,1,0.734
8,12,1293.7,715.1,1305.6,747.6,1299.7,747.6,81.136,31.634,1,0.76
8,13,1057.5,681.6,1068.0,708.9,1062.8,708.9,61.625,14.296,1,0.701
8,14,1322.4,708.8,1334.9,741.1,1328.7,741.1,84.447,29.054,1,0.611
8,15,1159.3,706.5,1171.4,738.9,1165.3,738.9,70.022,28.338,1,0.745
8,16,1131.6,691.3,1141.8,719.1,1136.7,719.1,68.627,19.509,1,0.739
8,17,1307.1,715.5,1319.9,748.7,1313.5,748.7,82.214,32.023,1,0.748
8,18,1184.5,700.4,1203.6,731.5,1194.0,731.5,73.203,25.201,1,0.815
8,21,977.0,743.8,993.2,780.0,985.1,780.0,53.728,42.912,1,0.624
8,33,1239.5,689.8,1256.2,719.1,1247.8,719.1,79.582,19.442,1,0.8
8,35,1272.0,705.5,1290.3,737.9,1281.1,737.9,80.575,27.797,1,0.731
8,19,1285.5,742.2,1302.5,776.3,1294.0,776.3,77.892,41.388,1,0.534
9,1,1511.0,720.7,1526.7,752.8,1518.8,752.8,99.006,33.342,1,0.774
9,2,1090.0,746.7,1104.6,784.0,1097.3,784.0,62.33,43.913,1,0.736
9,3,1340.4,779.6,1358.6,824.0,1349.5,824.0,78.065,53.659,1,0.795
9,4,1027.1,724.7,1044.0,751.3,1035.5,751.3,58.023,33.325,1,0.39
9,5,1437.3,759.7,1452.5,797.9,1444.9,797.9,86.968,47.287,1,0.823
9,6,1312.8,803.5,1335.3,847.6,1324.0,847.6,74.879,58.533,1,0.733
9,7,1282.2,767.3,1298.4,805.3,1290.3,805.3,75.375,49.379,1,0.663
9,8,991.0,767.2,1007.7,806.3,999.4,806.3,54.804,50.003,1,0.759
9,9,1018.8,736.1,1031.4,769.9,1025.1,769.9,56.931,39.717,1,0.411
9,10,413.3,721.4,426.1,753.7,419.7,753.7,3.962,34.904,1,0.71
9,11,1473.4,777.8,1488.2,816.4,1480.8,816.4,87.46,51.769,1,0.755
9,12,1294.9,715.4,1307.9,748.1,1301.4,748.1,81.232,31.825,1,0.707
9,13,1055.4,681.4,1066.2,709.3,1060.8,709.3,61.407,14.499,1,0.743
9,14,1317.2,707.9,1331.2,742.6,1324.2,742.6,83.859,29.675,1,0.461
9,15,1154.9,706.4,1168.2,738.9,1161.5,738.9,69.673,28.359,1,0.769
9,16,1129.2,691.2,1141.3,719.5,1135.2,719.5,68.456,19.69,1,0.748
9,17,1307.1,716.4,1319.4,749.1,1313.2,749.1,82.138,32.196,1,0.664
9,18,1182.9,701.3,1203.2,731.6,1193.0,731.6,73.104,25.25,1,0.784
9,21,975.7,743.7,991.0,780.0,983.3,780.0,53.59,42.917,1,0.684
9,33,1241.9,690.4,1262.5,719.6,1252.2,719.6,79.956,19.659,1,0.677
9,35,1265.4,706.3,1285.9,738.2,1275.6,738.2,80.047,27.929,1,0.542
9,19,1281.9,742.6,1298.8,778.5,1290.3,778.5,77.421,42.063,1,0.341
10,1,1507.4,719.2,1523.6,752.8,1515.5,752.8,98.734,33.338,1,0.819
10,2,1088.2,748.9,1100.9,785.3,1094.5,785.3,62.082,44.292,1,0.758
10,3,1337.2,780.3,1354.5,826.8,1345.9,826.8,77.617,54.283,1,0.788
10,5,1436.0,760.3,1452.1,798.3,1444.0,798.3,86.858,47.395,1,0.805
10,6,1306.5,804.0,1333.7,848.9,1320.1,848.9,74.563,58.788,1,0.783
10,7,1280.2,768.3,1297.4,805.5,1288.8,805.5,75.258,49.426,1,0.7
10,8,989.7,766.0,1004.3,804.8,997.0,804.8,54.636,49.634,1,0.723
10,9,1016.3,734.7,1030.9,773.7,1023.6,773.7,56.78,40.928,1,0.45
10,10,413.4,721.3,426.1,753.7,419.8,753.7,3.972,34.915,1,0.715
10,11,1473.5,778.4,1488.2,816.9,1480.9,816.9,87.417,51.873,1,0.768
10,12,1295.9,715.7,1309.8,747.9,1302.8,747.9,81.377,31.743,1,0.706
10,13,1052.2,681.7,1065.6,709.3,1058.9,709.3,61.203,14.544,1,0.765
10,14,1310.5,707.8,1324.8,747.1,1317.6,747.1,82.75,31.417,1,0.574
10,15,1150.8,706.0,1166.3,738.4,1158.5,738.4,69.437,28.134,1,0.769
10,16,1126.9,692.4,1139.9,720.1,1133.4,720.1,68.231,20.005,1,0.724
10,18,1181.5,701.2,1200.0,731.3,1190.8,731.3,72.922,25.091,1,0.791
10,21,973.5,744.2,988.7,779.8,981.1,779.8,53.417,42.835,1,0.651
11,1,1503.2,719.0,1521.1,752.5,1512.2,752.5,98.516,33.209,1,0.794
11,2,1085.9,749.7,1096.2,786.0,1091.1,786.0,61.798,44.503,1,0.782
11,3,1333.2,781.8,1351.4,828.3,1342.3,828.3,77.279,54.609,1,0.785
11,5,1434.6,760.4,1451.3,798.6,1443.0,798.6,86.753,47.469,1,0.795
11,6,1300.8,805.1,1330.2,852.6,1315.5,852.6,74.068,59.488,1,0.726
11,7,1276.1,765.8,1295.5,807.7,1285.8,807.7,74.897,49.963,1,0.512
11,8,987.9,764.4,1002.0,803.9,994.9,803.9,54.491,49.408,1,0.741
11,9,1010.2,729.4,1028.3,775.4,1019.2,775.4,56.417,41.475,1,0.648
11,10,413.8,721.3,426.0,753.8,419.9,753.8,3.998,34.937,1,0.707
11,11,1473.9,778.7,1488.4,818.0,1481.1,818.0,87.312,52.139,1,0.783
11,12,1297.0,716.0,1310.8,747.6,1303.9,747.6,81.505,31.624,1,0.627
11,13,1049.7,682.1,1064.7,709.8,1057.2,709.8,61.011,14.772,1,0.753
11,14,1306.3,707.6,1319.8,748.7,1313.1,748.7,82.171,32.032,1,0.604
11,15,1147.7,706.0,1162.7,737.9,1155.2,737.9,69.17,27.923,1,0.769
11,16,1125.1,693.1,1136.1,720.3,1130.6,720.3,67.945,20.091,1,0.579
11,18,1180.2,700.8,1195.3,730.9,1187.7,730.9,72.667,24.939,1,0.739
11,21,970.0,744.7,986.8,780.7,978.4,780.7,53.207,43.105,1,0.604
11,19,1275.0,745.6,1294.9,802.2,1284.9,802.2,75.216,48.593,1,0.475
12,1,1499.2,720.0,1518.1,752.9,1508.7,752.9,98.144,33.38,1,0.788
12,2,1081.5,750.6,1093.4,789.5,1087.4,789.5,61.437,45.488,1,0.733
12,3,1328.0,784.2,1346.2,829.8,1337.1,829.8,76.839,54.935,1,0.808
