frame,image_x,image_y,pitch_x,pitch_y,is_key
670,792.6,826.9,40.97,55.09,0
671,788.2,826.2,40.64,54.93,0
672,783.8,825.4,40.31,54.77,0
673,779.4,824.7,39.98,54.61,0
674,775.1,823.9,39.64,54.45,0
675,770.7,823.2,39.31,54.29,0
676,766.3,822.4,38.97,54.13,0
677,761.9,821.7,38.64,53.97,0
678,757.5,820.9,38.3,53.8,0
679,753.1,820.2,37.96,53.64,0
680,748.7,819.4,37.61,53.47,1
681,745.2,818.8,37.34,53.35,0
682,741.7,818.2,37.07,53.22,0
683,738.2,817.6,36.79,53.09,0
684,734.7,817.1,36.51,52.96,0
685,731.2,816.5,36.23,52.83,0
686,727.7,815.9,35.96,52.7,1
687,726.6,815.3,35.84,52.55,0
688,725.5,814.6,35.73,52.41,0
689,724.5,814.0,35.62,52.26,0
690,723.4,813.4,35.5,52.12,1
691,724.2,813.2,35.54,52.06,0
692,724.9,812.9,35.58,52.0,0
693,725.7,812.7,35.62,51.95,0
694,726.5,812.5,35.66,51.89,0
695,727.2,812.2,35.7,51.83,0
696,728.0,812.0,35.74,51.78,1
697,728.5,811.0,35.71,51.53,0
698,729.1,809.9,35.69,51.27,1
699,724.2,809.3,35.3,51.13,0
700,719.4,808.6,34.91,50.98,0
701,714.5,808.0,34.52,50.83,0
702,709.7,807.4,34.13,50.68,0
703,704.8,806.8,33.74,50.54,0
704,699.9,806.1,33.34,50.39,0
705,695.1,805.5,32.95,50.24,0
706,690.2,804.9,32.55,50.09,0
707,685.4,804.2,32.15,49.93,0
708,680.5,803.6,31.75,49.78,1
709,678.1,803.1,31.53,49.66,0
710,675.6,802.6,31.31,49.53,0
711,673.2,802.1,31.09,49.41,0
712,670.8,801.6,30.87,49.29,0
713,668.3,801.1,30.66,49.16,0
714,665.9,800.6,30.43,49.04,0
715,663.5,800.1,30.21,48.91,0
716,661.0,799.6,29.99,48.78,0
717,658.6,799.1,29.77,48.66,0
718,656.2,798.6,29.55,48.53,0
719,653.7,798.1,29.32,48.4,0
720,651.3,797.6,29.1,48.27,1
721,649.8,796.8,28.91,48.07,0
722,648.2,796.0,28.72,47.86,0
723,646.7,795.2,28.54,47.65,0
724,645.1,794.4,28.35,47.44,0
725,643.6,793.7,28.16,47.23,0
726,642.0,792.9,27.97,47.02,0
727,640.5,792.1,27.78,46.81,0
728,638.9,791.3,27.59,46.59,0
729,637.4,790.5,27.39,46.38,1
730,641.3,790.8,27.72,46.44,0
731,645.3,791.0,28.04,46.5,1
732,667.2,792.9,29.88,46.99,1
733,667.9,793.0,29.94,47.01,0
734,668.5,793.0,30.0,47.03,0
735,669.2,793.1,30.06,47.05,0
736,669.9,793.2,30.11,47.07,1
737,666.1,792.9,29.8,47.0,0
738,662.3,792.6,29.49,46.92,0
739,658.5,792.3,29.17,46.84,0
740,654.8,792.0,28.86,46.77,0
741,651.0,791.7,28.54,46.69,0
742,647.2,791.4,28.22,46.61,0
743,643.4,791.1,27.91,46.53,0
744,639.6,790.8,27.59,46.46,1
745,636.4,790.4,27.3,46.34,0
746,633.3,789.9,27.02,46.22,0
747,630.1,789.5,26.73,46.1,0
748,626.9,789.0,26.44,45.98,0
749,623.7,788.6,26.15,45.86,0
750,620.6,788.1,25.86,45.74,0
751,617.4,787.7,25.57,45.62,0
752,614.2,787.2,25.28,45.49,0
753,611.0,786.8,24.98,45.37,0
754,607.9,786.3,24.69,45.25,0
755,604.7,785.9,24.39,45.13,1
756,601.7,785.4,24.1,44.98,0
757,598.7,784.9,23.81,44.84,0
758,595.7,784.4,23.52,44.7,0
759,592.7,783.9,23.23,44.56,0
760,589.7,783.4,22.93,44.41,0
761,586.7,782.9,22.64,44.27,0
762,583.7,782.3,22.34,44.12,0
763,580.7,781.8,22.04,43.98,0
764,577.7,781.3,21.74,43.83,0
765,574.7,780.8,21.44,43.69,0
766,571.7,780.3,21.14,43.54,0
767,568.7,779.8,20.84,43.39,0
768,565.7,779.3,20.54,43.24,1
769,563.1,778.9,20.28,43.12,0
770,560.5,778.5,20.01,43.0,0
771,557.9,778.1,19.75,42.88,0
772,555.3,777.7,19.49,42.76,0
773,552.7,777.3,19.23,42.64,0
774,550.1,776.8,18.96,42.52,0
775,547.5,776.4,18.7,42.4,0
776,544.9,776.0,18.43,42.28,0
777,542.3,775.6,18.16,42.15,0
778,539.7,775.2,17.9,42.03,0
779,537.1,774.8,17.63,41.91,0
780,534.5,774.4,17.36,41.78,1
781,532.0,773.9,17.09,41.64,0
782,529.5,773.5,16.82,41.49,0
783,527.0,773.0,16.54,41.35,0
784,524.5,772.5,16.27,41.2,0
785,522.1,772.0,15.99,41.05,0
786,519.6,771.5,15.72,40.9,0
787,517.1,771.1,15.44,40.75,0
788,514.6,770.6,15.16,40.61,1
789,517.5,769.7,15.27,40.31,0
790,520.4,768.8,15.37,40.0,0
791,523.4,767.9,15.48,39.7,0
792,526.3,766.9,15.59,39.4,0
793,529.2,766.0,15.69,39.09,0
794,532.1,765.1,15.8,38.78,1
795,533.4,764.6,15.84,38.62,0
796,534.8,764.2,15.89,38.46,0
797,536.1,763.7,15.93,38.3,0
798,537.4,763.2,15.97,38.13,0
799,538.7,762.7,16.01,37.97,0
800,540.1,762.3,16.05,37.81,0
801,541.4,761.8,16.1,37.65,1
802,541.4,760.9,15.95,37.33,0
803,541.4,759.9,15.81,37.0,0
804,541.4,759.0,15.67,36.68,0
805,541.4,758.1,15.52,36.35,0
806,541.4,757.2,15.38,36.02,0
807,541.4,756.2,15.23,35.69,0
808,541.4,755.3,15.08,35.36,0
809,541.4,754.4,14.93,35.02,0
810,541.4,753.5,14.78,34.68,0
811,541.4,752.5,14.63,34.34,0
812,541.4,751.6,14.48,33.99,0
813,541.4,750.7,14.32,33.64,0
814,541.4,749.8,14.17,33.29,0
815,541.4,748.8,14.01,32.94,0
816,541.4,747.9,13.86,32.59,1
817,541.6,747.5,13.81,32.44,0
818,541.9,747.1,13.77,32.29,0
819,542.1,746.7,13.72,32.14,0
820,542.3,746.4,13.67,31.99,0
821,542.5,746.0,13.63,31.84,0
822,542.8,745.6,13.58,31.69,0
823,543.0,745.2,13.54,31.54,0
824,543.2,744.8,13.49,31.38,0
825,543.4,744.4,13.44,31.23,0
826,543.7,744.1,13.4,31.08,0
827,543.9,743.7,13.35,30.93,0
828,544.1,743.3,13.31,30.77,0
829,544.3,742.9,13.26,30.62,0
830,544.6,742.5,13.21,30.46,0
831,544.8,742.1,13.16,30.31,0
832,545.0,741.8,13.12,30.15,0
833,545.2,741.4,13.07,29.99,0
834,545.5,741.0,13.02,29.84,0
835,545.7,740.6,12.97,29.68,1
836,546.0,739.8,12.87,29.36,0
837,546.4,739.0,12.76,29.03,0
838,546.7,738.3,12.65,28.71,0
839,547.1,737.5,12.54,28.38,0
840,547.4,736.7,12.42,28.05,1
841,547.4,736.5,12.38,27.96,0
842,547.4,736.3,12.34,27.87,0
843,547.4,736.0,12.3,27.77,0
844,547.4,735.8,12.26,27.68,0
845,547.4,735.6,12.22,27.59,0
846,547.4,735.4,12.18,27.5,1
847,547.1,734.8,12.04,27.24,0
848,546.8,734.2,11.9,26.98,0
849,546.6,733.6,11.76,26.72,0
850,546.3,733.0,11.62,26.46,0
851,546.0,732.4,11.48,26.19,1
852,544.6,732.1,11.28,26.06,0
853,543.2,731.8,11.08,25.92,0
854,541.8,731.5,10.88,25.78,0
855,540.4,731.1,10.68,25.64,0
856,539.0,730.8,10.48,25.5,0
857,537.6,730.5,10.28,25.36,0
858,536.1,730.2,10.07,25.22,0
859,534.7,729.9,9.87,25.08,0
860,533.3,729.6,9.67,24.94,0
861,531.9,729.2,9.47,24.8,0
862,530.5,728.9,9.26,24.65,0
863,529.1,728.6,9.06,24.51,0
864,527.7,728.3,8.85,24.37,1
865,526.8,727.4,8.58,23.98,0
866,525.8,726.6,8.3,23.58,0
867,524.9,725.7,8.02,23.18,0
868,523.9,724.9,7.74,22.78,0
869,523.0,724.0,7.46,22.38,0
870,522.1,723.2,7.18,21.97,0
871,521.1,722.3,6.89,21.56,0
872,520.2,721.5,6.6,21.15,0
873,519.2,720.6,6.31,20.73,0
874,518.3,719.8,6.02,20.31,0
875,517.3,718.9,5.72,19.88,0
876,516.4,718.0,5.42,19.45,0
877,515.5,717.2,5.12,19.02,0
878,514.5,716.3,4.82,18.59,0
879,513.6,715.5,4.51,18.15,0
880,512.6,714.6,4.2,17.71,0
881,511.7,713.8,3.89,17.26,0
882,510.8,712.9,3.58,16.81,0
883,509.8,712.1,3.26,16.36,0
884,508.9,711.2,2.94,15.9,0
885,507.9,710.4,2.62,15.44,0
886,507.0,709.5,2.3,14.97,0
887,506.0,708.7,1.97,14.5,0
888,505.1,707.8,1.64,14.03,1
889,504.6,707.5,1.51,13.89,0
890,504.1,707.3,1.39,13.75,0
891,503.5,707.0,1.26,13.61,0
892,503.0,706.8,1.14,13.47,0
893,502.5,706.5,1.01,13.33,0
894,502.0,706.3,0.88,13.18,0
895,501.4,706.0,0.76,13.04,0
896,500.9,705.8,0.63,12.9,0
897,500.4,705.5,0.5,12.76,0
898,499.9,705.3,0.37,12.62,0
899,499.3,705.0,0.25,12.47,0
900,498.8,704.8,0.12,12.33,1
901,498.1,704.7,0.01,12.25,0
902,497.5,704.5,-0.1,12.18,0
903,496.8,704.4,-0.22,12.1,0
904,496.2,704.3,-0.33,12.02,0
905,495.5,704.1,-0.44,11.95,0
906,494.9,704.0,-0.55,11.87,0
907,494.2,703.9,-0.66,11.79,0
908,493.5,703.7,-0.78,11.72,0
909,492.9,703.6,-0.89,11.64,0
910,492.2,703.5,-1.0,11.56,0
911,491.6,703.3,-1.11,11.48,0
912,490.9,703.2,-1.23,11.41,1
913,490.3,702.6,-1.48,11.03,0
914,489.8,701.9,-1.73,10.65,0
915,489.2,701.3,-1.98,10.27,0
916,488.6,700.6,-2.24,9.88,0
917,488.1,700.0,-2.49,9.5,0
918,487.5,699.4,-2.75,9.11,0
919,486.9,698.7,-3.01,8.72,0
920,486.4,698.1,-3.27,8.32,0
921,485.8,697.4,-3.54,7.92,0
922,485.2,696.8,-3.8,7.52,0
923,484.7,696.1,-4.07,7.12,0
924,484.1,695.5,-4.34,6.71,1
925,483.5,695.5,-4.42,6.69,0
926,482.9,695.4,-4.51,6.66,0
927,482.3,695.4,-4.59,6.63,0
928,481.7,695.3,-4.67,6.61,0
929,481.1,695.3,-4.76,6.58,0
930,480.6,695.2,-4.84,6.56,0
931,480.0,695.2,-4.92,6.53,0
932,479.4,695.2,-5.01,6.5,0
933,478.8,695.1,-5.09,6.48,0
934,478.2,695.1,-5.17,6.45,0
935,477.6,695.0,-5.26,6.42,0
936,477.0,695.0,-5.34,6.4,1
937,476.6,694.9,-5.43,6.32,0
938,476.2,694.8,-5.51,6.25,0
939,475.8,694.6,-5.6,6.17,0
940,475.4,694.5,-5.68,6.1,0
941,475.0,694.4,-5.77,6.02,0
942,474.6,694.3,-5.86,5.95,0
943,474.1,694.2,-5.95,5.87,0
944,473.7,694.1,-6.03,5.8,0
945,473.3,694.0,-6.12,5.72,0
946,472.9,693.8,-6.21,5.65,0
947,472.5,693.7,-6.29,5.57,0
948,472.1,693.6,-6.38,5.5,1
949,471.6,693.3,-6.54,5.31,0
950,471.0,693.0,-6.7,5.12,0
951,470.5,692.7,-6.86,4.93,0
952,470.0,692.4,-7.02,4.74,0
953,469.5,692.1,-7.18,4.55,0
954,468.9,691.9,-7.35,4.35,0
955,468.4,691.6,-7.51,4.16,0
956,467.9,691.3,-7.67,3.97,0
957,467.4,691.0,-7.84,3.78,0
958,466.8,690.7,-8.0,3.58,0
959,466.3,690.4,-8.17,3.39,1
960,463.6,689.3,-8.88,2.64,1
961,463.3,689.2,-8.95,2.58,0
962,463.0,689.1,-9.02,2.52,0
963,462.7,689.0,-9.09,2.45,0
964,462.4,688.9,-9.16,2.39,0
965,462.1,688.8,-9.22,2.33,0
966,461.9,688.8,-9.29,2.27,0
967,461.6,688.7,-9.36,2.2,0
968,461.3,688.6,-9.43,2.14,0
969,461.0,688.5,-9.5,2.08,0
970,460.7,688.4,-9.57,2.02,0
971,460.4,688.3,-9.64,1.95,0
972,460.1,688.2,-9.71,1.89,1
973,459.9,688.0,-9.82,1.73,0
974,459.6,687.7,-9.93,1.57,0
975,459.4,687.5,-10.05,1.4,0
976,459.2,687.3,-10.16,1.24,0
977,458.9,687.0,-10.27,1.08,0
978,458.7,686.8,-10.39,0.92,0
979,458.5,686.6,-10.5,0.75,0
980,458.2,686.3,-10.62,0.59,0
981,458.0,686.1,-10.73,0.42,0
982,457.8,685.9,-10.85,0.26,0
983,457.5,685.6,-10.97,0.09,0
984,457.3,685.4,-11.08,-0.07,1
985,457.9,685.4,-11.01,-0.08,0
986,458.6,685.4,-10.93,-0.09,0
987,459.2,685.4,-10.86,-0.11,0
988,459.9,685.3,-10.79,-0.12,0
989,460.5,685.3,-10.71,-0.13,0
990,461.1,685.3,-10.64,-0.14,0
991,461.8,685.3,-10.56,-0.15,0
992,462.4,685.3,-10.49,-0.17,0
993,463.1,685.2,-10.42,-0.18,0
994,463.7,685.2,-10.34,-0.19,0
995,464.4,685.2,-10.27,-0.2,0
996,465.0,685.2,-10.19,-0.21,1
997,465.6,685.2,-10.13,-0.25,0
998,466.3,685.1,-10.07,-0.28,0
999,466.9,685.1,-10.01,-0.32,0
1000,467.5,685.0,-9.95,-0.36,0
1001,468.2,685.0,-9.89,-0.39,0
1002,468.8,684.9,-9.83,-0.43,0
1003,469.4,684.9,-9.77,-0.46,0
1004,470.1,684.8,-9.71,-0.5,0
1005,470.7,684.8,-9.65,-0.53,0
1006,471.3,684.7,-9.58,-0.57,0
1007,472.0,684.6,-9.52,-0.61,0
1008,472.6,684.6,-9.46,-0.64,1
1009,473.0,684.7,-9.37,-0.54,0
1010,473.3,684.9,-9.27,-0.45,0
1011,473.7,685.0,-9.18,-0.35,0
1012,474.0,685.1,-9.08,-0.25,0
1013,474.4,685.3,-8.99,-0.15,0
1014,474.7,685.4,-8.9,-0.06,0
1015,475.1,685.6,-8.8,0.04,0
1016,475.4,685.7,-8.71,0.14,0
1017,475.8,685.8,-8.62,0.23,0
1018,476.2,686.0,-8.52,0.33,0
1019,476.5,686.1,-8.43,0.43,0
1020,476.9,686.2,-8.34,0.52,0
1021,477.2,686.4,-8.24,0.62,0
1022,477.6,686.5,-8.15,0.72,0
1023,477.9,686.6,-8.06,0.81,0
1024,478.3,686.8,-7.97,0.91,0
1025,478.6,686.9,-7.87,1.0,0
1026,479.0,687.1,-7.78,1.1,0
1027,479.3,687.2,-7.69,1.19,0
1028,479.7,687.3,-7.6,1.29,0
1029,480.1,687.5,-7.51,1.38,0
1030,480.4,687.6,-7.41,1.48,0
1031,480.8,687.7,-7.32,1.57,0
1032,481.1,687.9,-7.23,1.67,0
1033,481.5,688.0,-7.14,1.76,0
1034,481.8,688.2,-7.05,1.86,0
1035,482.2,688.3,-6.96,1.95,0
1036,482.5,688.4,-6.87,2.04,0
1037,482.9,688.6,-6.78,2.14,0
1038,483.2,688.7,-6.69,2.23,0
1039,483.6,688.8,-6.6,2.32,0
1040,484.0,689.0,-6.51,2.42,0
1041,484.3,689.1,-6.42,2.51,0
1042,484.7,689.2,-6.33,2.6,0
1043,485.0,689.4,-6.24,2.7,0
1044,485.4,689.5,-6.15,2.79,0
1045,485.7,689.7,-6.06,2.88,0
1046,486.1,689.8,-5.97,2.97,0
1047,486.4,689.9,-5.88,3.07,0
1048,486.8,690.1,-5.79,3.16,0
1049,487.2,690.2,-5.7,3.25,0
1050,487.5,690.3,-5.61,3.34,0
1051,487.9,690.5,-5.52,3.43,0
1052,488.2,690.6,-5.44,3.53,0
1053,488.6,690.8,-5.35,3.62,0
1054,488.9,690.9,-5.26,3.71,0
1055,489.3,691.0,-5.17,3.8,0
1056,489.6,691.2,-5.08,3.89,0
1057,490.0,691.3,-5.0,3.98,0
1058,490.3,691.4,-4.91,4.07,0
1059,490.7,691.6,-4.82,4.16,0
1060,491.1,691.7,-4.73,4.25,0
1061,491.4,691.8,-4.65,4.34,0
1062,491.8,692.0,-4.56,4.43,0
1063,492.1,692.1,-4.47,4.52,0
1064,492.5,692.3,-4.39,4.61,0
1065,492.8,692.4,-4.3,4.7,0
1066,493.2,692.5,-4.21,4.79,0
1067,493.5,692.7,-4.13,4.88,0
1068,493.9,692.8,-4.04,4.97,1
1069,493.3,693.2,-3.98,5.24,0
1070,492.6,693.6,-3.93,5.51,0
1071,492.0,694.0,-3.87,5.78,0
1072,491.3,694.5,-3.82,6.05,0
1073,490.7,694.9,-3.76,6.32,0
1074,490.0,695.3,-3.71,6.58,0
1075,489.4,695.7,-3.65,6.85,0
1076,488.7,696.1,-3.6,7.11,0
1077,488.1,696.5,-3.55,7.38,0
1078,487.4,697.0,-3.49,7.64,0
1079,486.8,697.4,-3.44,7.9,0
1080,486.1,697.8,-3.39,8.16,0
1081,485.5,698.2,-3.33,8.41,0
1082,484.8,698.6,-3.28,8.67,0
1083,484.2,699.0,-3.23,8.93,0
1084,483.5,699.5,-3.17,9.18,0
1085,482.9,699.9,-3.12,9.43,0
1086,482.2,700.3,-3.07,9.69,0
1087,481.6,700.7,-3.02,9.94,0
1088,480.9,701.1,-2.97,10.19,0
1089,480.3,701.5,-2.92,10.44,0
1090,479.6,702.0,-2.87,10.68,0
1091,479.0,702.4,-2.81,10.93,0
1092,478.3,702.8,-2.76,11.18,0
1093,477.7,703.2,-2.71,11.42,0
1094,477.0,703.6,-2.66,11.67,0
1095,476.4,704.0,-2.61,11.91,0
1096,475.7,704.5,-2.56,12.15,0
1097,475.1,704.9,-2.51,12.39,0
1098,474.4,705.3,-2.47,12.63,0
1099,473.8,705.7,-2.42,12.87,0
1100,473.1,706.1,-2.37,13.11,0
1101,472.5,706.5,-2.32,13.34,0
1102,471.8,707.0,-2.27,13.58,0
1103,471.2,707.4,-2.22,13.81,0
1104,470.5,707.8,-2.17,14.05,0
1105,469.9,708.2,-2.13,14.28,0
1106,469.3,708.6,-2.08,14.51,0
1107,468.6,709.0,-2.03,14.74,0
1108,468.0,709.5,-1.98,14.97,0
1109,467.3,709.9,-1.94,15.2,0
1110,466.7,710.3,-1.89,15.43,0
1111,466.0,710.7,-1.84,15.66,0
1112,465.4,711.1,-1.8,15.88,0
1113,464.7,711.5,-1.75,16.11,0
1114,464.1,712.0,-1.71,16.33,0
1115,463.4,712.4,-1.66,16.55,0
1116,462.8,712.8,-1.61,16.78,0
1117,462.1,713.2,-1.57,17.0,0
1118,461.5,713.6,-1.52,17.22,0
1119,460.8,714.0,-1.48,17.44,0
1120,460.2,714.5,-1.43,17.66,0
1121,459.5,714.9,-1.39,17.87,0
1122,458.9,715.3,-1.34,18.09,0
1123,458.2,715.7,-1.3,18.31,0
1124,457.6,716.1,-1.25,18.52,0
1125,456.9,716.5,-1.21,18.74,0
1126,456.3,717.0,-1.17,18.95,0
1127,455.6,717.4,-1.12,19.16,0
1128,455.0,717.8,-1.08,19.38,0
1129,454.3,718.2,-1.04,19.59,0
1130,453.7,718.6,-0.99,19.8,0
1131,453.0,719.0,-0.95,20.01,0
1132,452.4,719.5,-0.91,20.22,0
1133,451.7,719.9,-0.86,20.42,0
1134,451.1,720.3,-0.82,20.63,0
1135,450.4,720.7,-0.78,20.84,0
1136,449.8,721.1,-0.74,21.04,0
1137,449.1,721.5,-0.69,21.25,0
1138,448.5,722.0,-0.65,21.45,0
1139,447.8,722.4,-0.61,21.65,0
1140,447.2,722.8,-0.57,21.85,1
1141,446.3,722.9,-0.63,21.92,0
1142,445.3,723.1,-0.69,21.99,0
1143,444.4,723.2,-0.75,22.06,0
1144,443.4,723.3,-0.81,22.12,0
1145,442.5,723.5,-0.87,22.19,0
1146,441.6,723.6,-0.93,22.26,0
1147,440.6,723.8,-1.0,22.32,0
1148,439.7,723.9,-1.06,22.39,0
1149,438.7,724.0,-1.12,22.46,0
1150,437.8,724.2,-1.18,22.52,0
1151,436.8,724.3,-1.24,22.59,0
1152,435.9,724.5,-1.3,22.66,0
1153,435.0,724.6,-1.36,22.72,0
1154,434.0,724.7,-1.42,22.79,0
1155,433.1,724.9,-1.48,22.85,0
1156,432.1,725.0,-1.54,22.92,0
1157,431.2,725.1,-1.6,22.99,0
1158,430.2,725.3,-1.66,23.05,0
1159,429.3,725.4,-1.72,23.12,0
1160,428.4,725.5,-1.78,23.18,0
1161,427.4,725.7,-1.84,23.25,0
1162,426.5,725.8,-1.9,23.31,0
1163,425.5,726.0,-1.95,23.38,0
1164,424.6,726.1,-2.01,23.44,1
1165,423.0,726.5,-2.07,23.64,0
1166,421.4,726.9,-2.13,23.83,0
1167,419.8,727.3,-2.18,24.02,0
1168,418.1,727.7,-2.24,24.21,0
1169,416.5,728.1,-2.29,24.4,0
1170,414.9,728.5,-2.35,24.59,0
1171,413.3,729.0,-2.4,24.78,0
1172,411.7,729.4,-2.46,24.96,0
1173,410.1,729.8,-2.51,25.15,0
1174,408.4,730.2,-2.57,25.34,0
1175,406.8,730.6,-2.62,25.52,0
1176,405.2,731.0,-2.68,25.71,1
1177,404.0,731.7,-2.63,26.0,0
1178,402.8,732.3,-2.58,26.3,0
1179,401.6,733.0,-2.53,26.59,0
1180,400.4,733.6,-2.48,26.88,0
1181,399.2,734.3,-2.43,27.17,0
1182,397.9,735.0,-2.38,27.45,0
1183,396.7,735.6,-2.33,27.74,0
1184,395.5,736.3,-2.28,28.02,0
1185,394.3,736.9,-2.23,28.3,0
1186,393.1,737.6,-2.18,28.58,0
1187,391.9,738.2,-2.13,28.86,0
1188,390.7,738.9,-2.08,29.14,1
1189,390.6,739.1,-2.05,29.21,0
1190,390.6,739.2,-2.02,29.27,0
1191,390.5,739.4,-1.99,29.34,0
1192,390.4,739.5,-1.95,29.4,0
1193,390.4,739.7,-1.92,29.47,0
1194,390.3,739.8,-1.89,29.54,0
1195,390.2,740.0,-1.86,29.6,0
1196,390.2,740.2,-1.82,29.67,0
1197,390.1,740.3,-1.79,29.73,0
1198,390.0,740.5,-1.76,29.8,0
1199,390.0,740.6,-1.73,29.86,0
1200,389.9,740.8,-1.69,29.93,1
1201,391.8,740.9,-1.5,29.96,0
1202,393.6,740.9,-1.3,29.99,0
1203,395.5,741.0,-1.11,30.02,0
1204,397.4,741.1,-0.91,30.04,0
1205,399.2,741.2,-0.72,30.07,0
1206,401.1,741.2,-0.52,30.1,0
1207,403.0,741.3,-0.33,30.13,0
1208,404.8,741.4,-0.13,30.16,0
1209,406.7,741.5,0.06,30.19,0
1210,408.6,741.6,0.25,30.22,0
1211,410.4,741.6,0.45,30.24,0
1212,412.3,741.7,0.64,30.27,1
1213,412.3,741.9,0.68,30.34,0
1214,412.2,742.1,0.72,30.42,0
1215,412.2,742.2,0.75,30.49,0
1216,412.1,742.4,0.79,30.56,0
1217,412.1,742.6,0.83,30.63,0
1218,412.1,742.8,0.86,30.7,0
1219,412.0,742.9,0.9,30.77,0
1220,412.0,743.1,0.94,30.84,0
1221,411.9,743.3,0.97,30.91,0
1222,411.9,743.4,1.01,30.98,0
1223,411.8,743.6,1.04,31.05,0
1224,411.8,743.8,1.08,31.12,1
1225,411.1,744.5,1.16,31.38,0
1226,410.3,745.1,1.24,31.65,0
1227,409.6,745.8,1.33,31.91,0
1228,408.9,746.4,1.41,32.17,0
1229,408.1,747.1,1.49,32.42,0
1230,407.4,747.8,1.57,32.68,0
1231,406.7,748.4,1.65,32.94,0
1232,405.9,749.1,1.72,33.19,0
1233,405.2,749.7,1.8,33.44,0
1234,404.5,750.4,1.88,33.69,0
1235,403.7,751.0,1.96,33.94,0
1236,403.0,751.7,2.04,34.19,1
1237,403.5,751.6,2.06,34.15,0
1238,404.0,751.5,2.08,34.1,0
1239,404.5,751.4,2.1,34.06,0
1240,405.1,751.2,2.12,34.02,0
1241,405.6,751.1,2.14,33.97,0
1242,406.1,751.0,2.17,33.93,0
1243,406.6,750.9,2.19,33.88,1
1244,406.2,751.0,2.17,33.93,0
1245,405.7,751.1,2.16,33.98,0
1246,405.3,751.3,2.15,34.02,0
1247,404.8,751.4,2.13,34.07,0
1248,404.4,751.5,2.12,34.11,1
1249,412.4,750.2,2.56,33.61,0
1250,420.4,748.9,3.0,33.09,0
1251,428.4,747.5,3.45,32.58,0
1252,436.4,746.2,3.91,32.05,0
1253,444.4,744.9,4.37,31.53,0
1254,452.5,743.6,4.83,30.99,0
1255,460.5,742.3,5.3,30.45,0
1256,468.5,741.0,5.78,29.91,0
1257,476.5,739.6,6.25,29.36,0
1258,484.5,738.3,6.74,28.8,0
1259,492.5,737.0,7.23,28.23,1
1260,406.6,754.7,3.0,35.29,1
1261,406.5,755.0,3.05,35.39,0
1262,406.3,755.2,3.09,35.49,0
1263,406.2,755.5,3.14,35.59,0
1264,406.0,755.8,3.18,35.69,0
1265,405.9,756.1,3.23,35.79,0
1266,405.8,756.4,3.27,35.89,0
1267,405.6,756.6,3.32,35.99,0
1268,405.5,756.9,3.36,36.09,0
1269,405.3,757.2,3.41,36.19,0
1270,405.2,757.5,3.45,36.29,0
1271,405.0,757.7,3.5,36.39,0
1272,404.9,758.0,3.54,36.49,1
1273,405.0,758.1,3.57,36.52,0
1274,405.0,758.2,3.59,36.55,0
1275,405.1,758.3,3.62,36.58,0
1276,405.2,758.4,3.64,36.62,0
1277,405.3,758.5,3.67,36.65,0
1278,405.4,758.5,3.69,36.68,0
1279,405.4,758.6,3.72,36.71,0
1280,405.5,758.7,3.74,36.74,0
1281,405.6,758.8,3.77,36.78,0
1282,405.6,758.9,3.79,36.81,0
1283,405.7,759.0,3.82,36.84,0
1284,405.8,759.1,3.85,36.87,1
1285,405.8,759.3,3.89,36.95,0
1286,405.8,759.5,3.93,37.02,0
1287,405.8,759.7,3.97,37.09,0
1288,405.8,759.9,4.01,37.17,0
1289,405.8,760.1,4.06,37.24,0
1290,405.8,760.4,4.1,37.31,0
1291,405.8,760.6,4.14,37.38,0
1292,405.8,760.8,4.18,37.46,0
1293,405.8,761.0,4.23,37.53,0
1294,405.8,761.2,4.27,37.6,0
1295,405.8,761.4,4.31,37.67,0
1296,405.8,761.6,4.35,37.75,1
1297,405.6,761.7,4.34,37.77,0
1298,405.3,761.7,4.33,37.79,0
1299,405.1,761.8,4.33,37.82,0
1300,404.8,761.9,4.32,37.84,0
1301,404.6,761.9,4.31,37.86,0
1302,404.3,762.0,4.3,37.89,0
1303,404.1,762.1,4.29,37.91,0
1304,403.8,762.1,4.28,37.93,0
1305,403.6,762.2,4.28,37.96,0
1306,403.3,762.3,4.27,37.98,0
1307,403.1,762.3,4.26,38.0,0
1308,402.8,762.4,4.25,38.02,1
1309,402.7,762.5,4.25,38.05,0
1310,402.6,762.5,4.26,38.07,0
1311,402.4,762.6,4.26,38.09,0
1312,402.3,762.7,4.26,38.12,0
1313,402.2,762.7,4.27,38.14,0
1314,402.1,762.8,4.27,38.16,0
1315,402.0,762.9,4.27,38.19,0
1316,401.9,762.9,4.28,38.21,0
1317,401.8,763.0,4.28,38.23,0
1318,401.6,763.1,4.28,38.25,0
1319,401.5,763.1,4.29,38.28,0
1320,401.4,763.2,4.29,38.3,1
1321,401.4,762.8,4.22,38.18,0
1322,401.4,762.5,4.14,38.05,0
1323,401.4,762.1,4.07,37.92,0
1324,401.4,761.7,4.0,37.8,0
1325,401.4,761.4,3.92,37.67,0
1326,401.4,761.0,3.85,37.54,1
1327,401.2,761.1,3.85,37.58,0
1328,401.1,761.2,3.86,37.62,0
1329,400.9,761.3,3.87,37.66,0
1330,400.7,761.4,3.88,37.7,0
1331,400.5,761.5,3.88,37.73,0
1332,400.4,761.7,3.89,37.77,0
1333,400.2,761.8,3.9,37.81,0
1334,400.0,761.9,3.9,37.85,0
