frame,time,team,players,centroid_x,centroid_y
1064,532.0,B,19,50.654,34.357
1065,532.5,B,18,44.563,35.083
1067,533.5,B,21,44.708,33.967
1068,534.0,B,25,44.622,32.455
1069,534.5,B,19,39.41,32.963
1070,535.0,B,18,38.5,33.428
1073,536.5,B,22,38.984,32.932
1074,537.0,B,24,39.32,32.402
1075,537.5,B,21,35.416,31.657
1076,538.0,B,21,40.894,29.627
1077,538.5,B,20,41.721,29.945
1078,539.0,B,18,37.785,30.628
1079,539.5,B,22,37.796,28.955
1080,540.0,B,19,41.716,28.384
1081,540.5,B,19,40.568,28.18
1082,541.0,B,19,36.409,27.929
1083,541.5,B,18,39.366,25.436
1084,542.0,B,16,36.988,24.439
1085,542.5,B,17,36.492,23.196
1087,543.5,B,28,45.581,24.151
1088,544.0,B,16,39.126,21.483
1089,544.5,B,20,44.215,25.554
1090,545.0,B,20,45.468,25.278
1091,545.5,B,20,43.886,22.428
1092,546.0,B,16,44.376,21.938
1094,547.0,B,18,45.918,24.859
1096,548.0,B,20,53.735,27.113
1098,549.0,B,23,55.117,31.421
1101,550.5,B,24,58.582,36.558
1102,551.0,B,21,58.738,37.052
1103,551.5,B,14,53.51,36.825
1104,552.0,B,15,53.929,37.498
1107,553.5,B,17,59.845,39.09
1108,554.0,B,20,61.171,39.797
1109,554.5,B,16,58.034,38.742
1110,555.0,B,19,56.477,38.936
1111,555.5,B,17,53.704,39.947
1112,556.0,B,20,57.969,38.837
1113,556.5,B,21,56.787,39.843
1114,557.0,B,20,57.203,39.653
1115,557.5,B,22,54.22,40.655
1116,558.0,B,20,48.764,40.154
1117,558.5,B,19,48.6,41.465
1118,559.0,B,22,51.355,41.04
1119,559.5,B,22,54.16,41.293
1121,560.5,B,30,53.313,44.807
1122,561.0,B,19,53.916,45.65
1123,561.5,B,20,56.814,46.904
1124,562.0,B,17,57.377,46.634
1125,562.5,B,22,61.322,49.79
1126,563.0,B,17,58.359,48.95
1127,563.5,B,18,62.309,50.04
1128,564.0,B,18,66.123,50.763
1129,564.5,B,17,67.419,50.491
1130,565.0,B,19,69.116,51.889
1131,565.5,B,19,72.916,52.197
1132,566.0,B,19,72.475,51.988
1133,566.5,B,17,67.936,51.438
1134,567.0,B,17,65.914,50.572
1135,567.5,B,15,66.997,51.816
1136,568.0,B,15,64.937,50.299
1137,568.5,B,15,67.759,52.39
1138,569.0,B,16,67.37,50.08
1139,569.5,B,15,67.264,49.497
1140,570.0,B,16,64.388,49.673
1141,570.5,B,14,60.569,46.917
1142,571.0,B,14,61.355,48.545
1143,571.5,B,16,64.997,48.282
1144,572.0,B,14,58.481,47.263
1145,572.5,B,21,60.404,47.893
1146,573.0,B,15,60.099,45.815
1147,573.5,B,20,59.145,47.513
1148,574.0,B,19,58.926,46.144
1151,575.5,B,15,62.296,42.951
1153,576.5,B,18,58.36,42.573
1154,577.0,B,16,52.84,40.623
1156,578.0,B,18,55.978,41.407
1157,578.5,B,17,51.329,41.679
1158,579.0,B,15,53.922,42.608
1159,579.5,B,16,54.118,42.603
1160,580.0,B,19,56.788,41.646
1162,581.0,B,18,55.893,43.272
1164,582.0,B,19,55.78,44.861
1165,582.5,B,23,53.817,47.191
1166,583.0,B,24,58.877,47.297
1167,583.5,B,25,56.14,48.679
1168,584.0,B,26,57.135,48.379
1169,584.5,B,22,52.843,46.681
1170,585.0,B,22,53.358,48.521
1171,585.5,B,20,53.967,47.393
1172,586.0,B,22,55.57,48.935
1174,587.0,B,18,53.861,46.763
1176,588.0,B,16,53.567,45.914
1178,589.0,B,15,50.441,45.389
1180,590.0,B,18,53.846,46.903
1181,590.5,B,15,51.224,45.105
1182,591.0,B,15,53.988,46.738
1183,591.5,B,17,55.069,47.276
1184,592.0,B,17,53.369,46.937
1185,592.5,B,17,52.702,46.464
1186,593.0,B,18,53.595,44.022
1187,593.5,B,15,50.758,44.759
1188,594.0,B,16,51.036,42.494
1189,594.5,B,16,53.255,40.932
1190,595.0,B,16,51.654,42.278
1191,595.5,B,17,51.962,43.455
1192,596.0,B,18,53.339,43.122
1193,596.5,B,18,53.727,43.58
1194,597.0,B,16,52.773,43.648
1195,597.5,B,17,51.11,44.549
1196,598.0,B,17,51.471,44.235
1198,599.0,B,17,50.787,43.399
1199,599.5,B,21,55.008,42.769
1201,600.5,B,17,51.026,42.79
1203,601.5,B,18,52.383,41.802
1204,602.0,B,19,53.771,42.302
1205,602.5,B,17,52.5,43.206
1206,603.0,B,16,50.0,41.95
1207,603.5,B,20,53.737,38.933
1208,604.0,B,20,53.485,38.759
1209,604.5,B,20,55.729,40.105
1210,605.0,B,19,55.12,38.936
1211,605.5,B,19,56.018,38.445
1212,606.0,B,18,53.695,38.769
1213,606.5,B,17,56.173,37.614
1215,607.5,B,19,55.752,37.347
1218,609.0,B,21,55.572,36.144
1219,609.5,B,16,56.032,36.515
1220,610.0,B,17,55.227,35.816
1222,611.0,B,19,53.215,34.884
1223,611.5,B,19,53.45,33.99
1228,614.0,B,32,56.317,32.771
1229,614.5,B,18,51.504,33.163
1230,615.0,B,18,52.957,32.251
1231,615.5,B,17,51.792,32.792
1238,619.0,B,23,52.715,31.747
1239,619.5,B,27,53.457,31.167
1240,620.0,B,26,52.431,31.063
1242,621.0,B,24,53.751,30.397
1243,621.5,B,27,52.287,30.43
1244,622.0,B,23,51.979,31.097
1245,622.5,B,20,53.271,31.914
1246,623.0,B,20,53.58,32.645
1247,623.5,B,22,54.559,33.098
1248,624.0,B,20,51.139,32.446
1249,624.5,B,20,51.803,32.258
1250,625.0,B,20,51.541,32.199
1251,625.5,B,19,51.341,32.958
1252,626.0,B,19,50.235,33.028
1253,626.5,B,20,52.628,32.648
1254,627.0,B,19,50.503,31.427
1255,627.5,B,15,51.562,32.45
1256,628.0,B,20,53.946,33.131
1258,629.0,B,23,54.555,34.474
1259,629.5,B,19,47.679,34.188
1260,630.0,B,20,47.127,35.545
1261,630.5,B,20,47.626,35.822
1262,631.0,B,17,47.372,37.923
1263,631.5,B,21,49.668,38.45
1264,632.0,B,22,46.564,40.693
1265,632.5,B,19,47.211,41.829
1266,633.0,B,18,44.867,43.193
1267,633.5,B,18,41.541,43.03
1268,634.0,B,20,40.032,44.623
1270,635.0,B,22,38.237,46.988
1271,635.5,B,18,35.383,47.455
1272,636.0,B,18,35.038,46.856
1273,636.5,B,20,39.366,44.971
1274,637.0,B,20,39.946,47.357
1276,638.0,B,29,40.864,49.098
1277,638.5,B,18,36.78,47.707
1278,639.0,B,20,36.623,48.56
1279,639.5,B,17,36.968,47.577
1280,640.0,B,17,35.975,47.619
1281,640.5,B,18,36.927,47.356
1282,641.0,B,20,37.028,47.282
1283,641.5,B,16,38.468,49.258
1285,642.5,B,18,37.096,48.172
1286,643.0,B,17,39.814,48.004
1287,643.5,B,20,40.596,47.974
1288,644.0,B,18,39.1,47.05
1289,644.5,B,17,39.036,47.782
1290,645.0,B,18,42.062,47.11
1291,645.5,B,20,43.757,47.912
1292,646.0,B,19,42.138,47.791
1293,646.5,B,19,46.231,48.242
1294,647.0,B,19,43.61,47.67
1295,647.5,B,20,42.758,45.868
1296,648.0,B,16,42.978,47.367
1298,649.0,B,18,49.036,45.423
1299,649.5,B,19,50.549,48.803
1300,650.0,B,21,53.15,49.302
1302,651.0,B,16,51.912,48.179
1303,651.5,B,15,51.517,48.329
1304,652.0,B,15,52.53,48.731
1305,652.5,B,18,54.16,48.093
1306,653.0,B,16,55.962,48.474
1307,653.5,B,22,55.318,51.622
1308,654.0,B,16,58.49,49.379
1309,654.5,B,19,57.642,49.573
1310,655.0,B,19,53.551,49.334
