frame,time,team,players,centroid_x,centroid_y
1065,532.5,B,18,54.53,44.963
1067,533.5,B,21,52.999,44.958
1068,534.0,B,25,51.1,45.095
1069,534.5,B,19,51.442,48.094
1070,535.0,B,18,52.128,48.544
1073,536.5,B,22,51.436,48.112
1074,537.0,B,24,50.865,47.913
1075,537.5,B,20,49.51,49.039
1076,538.0,B,21,47.02,47.065
1077,538.5,B,20,47.374,46.557
1078,539.0,B,17,48.361,47.478
1079,539.5,B,22,45.762,48.917
1080,540.0,B,19,45.234,46.667
1081,540.5,B,19,44.842,47.327
1082,541.0,B,18,44.219,48.308
1083,541.5,B,18,40.897,48.206
1084,542.0,B,16,39.476,49.567
1085,542.5,B,17,37.739,49.549
1087,543.5,B,29,42.133,43.384
1088,544.0,B,16,35.705,48.145
1089,544.5,B,21,44.838,43.862
1090,545.0,B,21,44.614,43.167
1091,545.5,B,20,37.4,45.448
1092,546.0,B,16,36.895,45.243
1094,547.0,B,18,40.748,44.342
1096,548.0,B,20,44.14,40.26
1098,549.0,B,23,50.242,39.408
1101,550.5,B,24,56.935,37.642
1102,551.0,B,21,57.646,37.479
1103,551.5,B,14,57.247,40.193
1104,552.0,B,15,58.268,40.012
1107,553.5,B,17,60.543,36.837
1108,554.0,B,20,61.491,36.058
1109,554.5,B,16,59.94,37.793
1110,555.0,B,19,60.222,38.497
1111,555.5,B,17,61.515,40.102
1112,556.0,B,20,60.015,37.817
1113,556.5,B,21,61.384,38.385
1114,557.0,B,20,61.173,38.215
1115,557.5,B,22,62.542,39.801
1116,558.0,B,20,61.743,42.662
1117,558.5,B,19,63.584,42.65
1118,559.0,B,22,63.104,41.249
1119,559.5,B,22,63.527,39.763
1121,560.5,B,30,68.414,40.12
1122,561.0,B,19,69.589,39.714
1123,561.5,B,20,71.345,38.133
1124,562.0,B,17,71.007,37.894
1125,562.5,B,22,75.328,35.836
1126,563.0,B,17,74.326,37.285
1127,563.5,B,18,75.708,35.301
1128,564.0,B,18,76.667,33.388
1129,564.5,B,17,76.276,32.735
1130,565.0,B,19,78.149,31.725
1131,565.5,B,19,78.395,29.854
1132,566.0,B,19,78.178,30.114
1133,566.5,B,17,77.566,32.449
1134,567.0,B,17,76.364,33.367
1135,567.5,B,15,78.253,32.737
1136,568.0,B,15,76.075,33.931
1137,568.5,B,15,78.997,32.452
1138,569.0,B,16,75.551,32.684
1139,569.5,B,15,74.935,32.765
1140,570.0,B,16,75.111,34.219
1141,570.5,B,14,71.384,36.213
1142,571.0,B,14,73.673,35.761
1143,571.5,B,16,73.296,33.945
1144,572.0,B,14,71.997,37.339
1145,572.5,B,21,72.757,36.327
1146,573.0,B,15,70.02,36.534
1147,573.5,B,19,70.455,36.552
1148,574.0,B,19,70.463,37.202
1151,575.5,B,15,66.06,35.647
1153,576.5,B,18,65.397,37.66
1154,577.0,B,16,62.666,40.625
1156,578.0,B,18,63.602,38.812
1157,578.5,B,17,63.907,41.18
1158,579.0,B,15,65.264,39.803
1159,579.5,B,16,65.182,39.688
1160,580.0,B,19,63.927,38.526
1162,581.0,B,18,66.296,38.924
1164,582.0,B,19,68.555,38.989
1165,582.5,B,23,71.822,39.999
1166,583.0,B,24,71.977,37.294
1167,583.5,B,25,73.878,38.686
1168,584.0,B,26,73.453,38.22
1169,584.5,B,22,71.017,40.504
1170,585.0,B,22,73.644,40.07
1171,585.5,B,20,72.1,39.79
1172,586.0,B,22,74.308,38.847
1174,587.0,B,18,71.287,39.803
1176,588.0,B,16,70.09,39.91
1178,589.0,B,15,69.39,41.548
1180,590.0,B,18,71.492,39.716
1181,590.5,B,15,69.004,41.121
1182,591.0,B,15,71.457,39.695
1183,591.5,B,17,72.048,39.013
1184,592.0,B,17,71.588,39.967
1185,592.5,B,17,70.913,40.333
1186,593.0,B,18,67.454,39.963
1187,593.5,B,15,68.53,41.423
1188,594.0,B,16,65.47,41.427
1189,594.5,B,16,63.181,40.273
1190,595.0,B,16,65.215,41.13
1191,595.5,B,17,66.802,40.924
1192,596.0,B,18,66.344,40.183
1193,596.5,B,18,66.938,39.966
1194,597.0,B,16,67.108,40.548
1195,597.5,B,17,68.428,41.452
1196,598.0,B,17,67.969,41.255
1198,599.0,B,18,69.089,41.205
1199,599.5,B,21,65.778,39.298
1201,600.5,B,17,65.918,41.499
1203,601.5,B,18,64.34,40.722
1204,602.0,B,19,65.169,39.987
1205,602.5,B,17,66.341,40.569
1206,603.0,B,16,64.564,41.931
1207,603.5,B,20,60.531,40.052
1208,604.0,B,20,60.231,40.169
1209,604.5,B,20,62.1,38.954
1210,605.0,B,19,60.548,39.334
1211,605.5,B,19,59.91,38.864
1212,606.0,B,18,60.2,39.967
1213,606.5,B,17,58.814,38.85
1215,607.5,B,19,58.367,38.946
1218,609.0,B,21,56.742,39.114
1219,609.5,B,16,57.272,38.816
1220,610.0,B,17,56.242,39.252
1222,611.0,B,19,54.808,40.254
1223,611.5,B,19,53.667,40.198
1228,614.0,B,32,51.997,38.725
1229,614.5,B,18,52.407,41.27
1230,615.0,B,18,51.308,40.608
1231,615.5,B,17,51.951,41.231
1238,619.0,B,23,50.486,40.823
1239,619.5,B,27,49.815,40.429
1240,620.0,B,26,49.646,40.99
1242,621.0,B,24,48.771,40.336
1243,621.5,B,27,48.699,41.071
1244,622.0,B,23,49.634,41.274
1245,622.5,B,20,50.822,40.546
1246,623.0,B,20,51.815,40.534
1247,623.5,B,22,52.399,39.964
1248,624.0,B,20,51.374,41.819
1249,624.5,B,20,51.182,41.439
1250,625.0,B,20,51.117,41.614
1251,625.5,B,19,52.024,41.673
1252,626.0,B,19,52.113,42.337
1253,626.5,B,20,51.687,41.075
1254,627.0,B,19,49.895,42.211
1255,627.5,B,15,51.31,41.827
1256,628.0,B,20,52.361,40.371
1258,629.0,B,23,54.175,39.847
1259,629.5,B,19,53.628,43.63
1260,630.0,B,20,55.436,43.983
1261,630.5,B,20,55.898,43.68
1262,631.0,B,17,58.744,43.839
1263,631.5,B,21,59.494,42.571
1264,632.0,B,22,62.526,44.204
1265,632.5,B,19,64.214,43.841
1266,633.0,B,18,66.143,45.161
1267,633.5,B,18,65.901,47.114
1268,634.0,B,20,68.166,47.896
1270,635.0,B,22,71.683,48.92
1271,635.5,B,18,72.479,50.552
1272,636.0,B,18,71.718,50.804
1273,636.5,B,20,68.796,48.24
1274,637.0,B,20,72.307,48.037
1276,638.0,B,29,74.759,47.618
1277,638.5,B,18,72.766,49.658
1278,639.0,B,20,73.984,49.687
1279,639.5,B,17,72.639,49.593
1280,640.0,B,17,72.701,50.159
1281,640.5,B,18,72.268,49.585
1282,641.0,B,20,72.041,49.505
1283,641.5,B,16,75.375,48.802
1285,642.5,B,18,73.597,49.519
1286,643.0,B,17,73.358,48.008
1287,643.5,B,20,73.185,47.457
1288,644.0,B,18,71.947,48.356
1289,644.5,B,17,72.981,48.398
1290,645.0,B,18,72.043,46.768
1291,645.5,B,20,73.062,45.733
1292,646.0,B,19,73.007,46.777
1293,646.5,B,19,73.473,44.537
1294,647.0,B,19,72.792,45.908
1295,647.5,B,20,70.006,46.214
1296,648.0,B,16,72.203,46.096
1298,649.0,B,18,69.435,42.899
1299,649.5,B,19,74.16,41.918
1300,650.0,B,21,74.77,40.404
1302,651.0,B,16,73.219,41.218
1303,651.5,B,15,73.512,41.352
1304,652.0,B,15,74.059,40.776
1305,652.5,B,18,73.029,39.837
1306,653.0,B,16,73.571,38.908
1307,653.5,B,22,77.874,39.245
1308,654.0,B,16,74.631,37.62
1309,654.5,B,19,74.974,37.917
1310,655.0,B,20,76.44,39.179
