frame,time,team,players,centroid_x,centroid_y
0,0.0,B,18,50.928,48.385
1,0.5,B,19,52.651,48.563
3,1.5,B,18,50.939,48.68
7,3.5,B,20,53.987,48.589
8,4.0,B,17,54.406,49.0
9,4.5,B,19,53.353,48.636
10,5.0,B,19,53.579,48.739
11,5.5,B,20,53.341,48.592
12,6.0,B,19,54.022,48.825
15,7.5,B,23,54.221,48.619
16,8.0,B,22,55.213,48.25
17,8.5,B,20,55.104,48.556
18,9.0,B,19,56.612,48.753
19,9.5,B,18,57.376,48.901
