frame,time,team,player,screen_x,screen_y,pitch_x,pitch_y,in_pitch,track_id
405,16.88,黒,黒3,1355.7,773.6,82.946,40.481,1,1
406,16.922,黒,黒3,1354.2,773.5,82.842,40.46,1,1
407,16.964,黒,黒3,1352.0,773.5,82.67,40.458,1,1
408,17.005,黒,黒3,1349.9,773.5,82.51,40.453,1,1
409,17.047,黒,黒3,1348.2,773.5,82.375,40.449,1,1
410,17.089,黒,黒3,1347.0,773.4,82.282,40.447,1,1
411,17.13,黒,黒3,1345.9,773.4,82.201,40.442,1,1
412,17.172,黒,黒3,1344.2,773.4,82.067,40.439,1,1
413,17.214,黒,黒3,1342.9,773.6,81.946,40.503,1,1
414,17.255,黒,黒3,1342.4,773.5,81.922,40.468,1,1
415,17.297,黒,黒3,1341.7,773.5,81.862,40.466,1,1
416,17.339,黒,黒3,1340.1,773.5,81.745,40.464,1,1
417,17.381,黒,黒3,1338.4,773.3,81.625,40.411,1,1
418,17.422,黒,黒3,1336.0,773.1,81.461,40.353,1,1
419,17.464,黒,黒3,1334.7,773.5,81.323,40.468,1,1
420,17.506,黒,黒3,1333.7,773.6,81.225,40.515,1,1
421,17.547,黒,黒3,1332.5,773.6,81.131,40.518,1,1
422,17.589,黒,黒3,1330.7,773.6,80.993,40.528,1,1
423,17.631,黒,黒3,1329.5,773.5,80.916,40.481,1,1
424,17.672,黒,黒3,1328.7,773.3,80.864,40.442,1,1
425,17.714,黒,黒3,1327.5,773.2,80.783,40.395,1,1
426,17.756,黒,黒3,1325.9,773.1,80.664,40.382,1,1
427,17.797,黒,黒3,1323.7,772.6,80.546,40.218,1,1
428,17.839,黒,黒3,1321.9,772.9,80.369,40.316,1,1
429,17.881,黒,黒3,1320.6,773.1,80.255,40.368,1,1
430,17.922,黒,黒3,1319.2,773.0,80.151,40.339,1,1
431,17.964,黒,黒3,1317.7,773.1,80.024,40.376,1,1
432,18.006,黒,黒3,1316.3,773.1,79.917,40.377,1,1
433,18.047,黒,黒3,1315.4,773.3,79.828,40.439,1,1
434,18.089,黒,黒3,1314.8,773.1,79.797,40.388,1,1
435,18.131,黒,黒3,1314.0,773.2,79.726,40.414,1,1
436,18.172,黒,黒3,1312.6,773.2,79.615,40.428,1,1
437,18.214,黒,黒3,1310.7,773.2,79.468,40.413,1,1
438,18.256,黒,黒3,1308.3,773.2,79.279,40.411,1,1
439,18.297,黒,黒3,1305.5,772.9,79.086,40.339,1,1
440,18.339,黒,黒3,1302.9,772.8,78.899,40.294,1,1
441,18.381,黒,黒3,1301.2,772.8,78.762,40.301,1,1
442,18.423,黒,黒3,1299.8,772.8,78.655,40.297,1,1
443,18.464,黒,黒3,1298.3,772.5,78.562,40.213,1,1
444,18.506,黒,黒3,1296.3,772.4,78.413,40.188,1,1
445,18.548,黒,黒3,1295.3,772.2,78.348,40.139,1,1
446,18.589,黒,黒3,1294.0,772.3,78.238,40.165,1,1
447,18.631,黒,黒3,1291.7,772.4,78.05,40.183,1,1
448,18.673,黒,黒3,1289.5,772.2,77.893,40.13,1,1
449,18.714,黒,黒3,1287.1,772.2,77.703,40.151,1,1
450,18.756,黒,黒3,1285.7,772.4,77.573,40.211,1,1
451,18.798,黒,黒3,1284.2,772.6,77.45,40.249,1,1
452,18.839,黒,黒3,1282.7,772.8,77.307,40.319,1,1
453,18.881,黒,黒3,1280.8,772.9,77.145,40.377,1,1
454,18.923,黒,黒3,1279.6,773.1,77.038,40.416,1,1
455,18.964,黒,黒3,1278.4,772.9,76.965,40.35,1,1
456,19.006,黒,黒3,1277.0,772.5,76.879,40.254,1,1
457,19.048,黒,黒3,1275.5,772.7,76.75,40.303,1,1
458,19.089,黒,黒3,1274.0,772.7,76.63,40.3,1,1
460,19.173,黒,黒3,1270.6,772.8,76.359,40.347,1,1
461,19.214,黒,黒3,1269.2,772.9,76.235,40.384,1,1
462,19.256,黒,黒3,1267.5,773.0,76.093,40.408,1,1
463,19.298,黒,黒3,1266.0,773.0,75.977,40.426,1,1
464,19.339,黒,黒3,1264.9,773.2,75.878,40.478,1,1
465,19.381,黒,黒3,1264.1,773.4,75.793,40.547,1,1
466,19.423,黒,黒3,1263.2,773.5,75.722,40.568,1,1
467,19.465,黒,黒3,1262.5,773.4,75.677,40.527,1,1
468,19.506,黒,黒3,1262.0,773.4,75.636,40.532,1,1
469,19.548,黒,黒3,1261.5,773.2,75.607,40.474,1,1
470,19.59,黒,黒3,1260.7,773.0,75.564,40.42,1,1
471,19.631,黒,黒3,1260.0,772.6,75.536,40.294,1,1
472,19.673,黒,黒3,1259.1,772.4,75.475,40.247,1,1
473,19.715,黒,黒3,1258.1,772.7,75.374,40.341,1,1
474,19.756,黒,黒3,1257.4,773.0,75.301,40.412,1,1
475,19.798,黒,黒3,1257.1,773.1,75.271,40.444,1,1
476,19.84,黒,黒3,1256.6,773.0,75.234,40.438,1,1
477,19.881,黒,黒3,1256.1,773.0,75.201,40.431,1,1
478,19.923,黒,黒3,1256.0,773.0,75.194,40.41,1,1
